name	dapp	pool	p1	p2	staker	alias	addy	activated	href	incept	ROI	APR	TVL	BTC $	ETH $	AVAX $	USDC $	UNDEAD $
BTC+ETH	pools	BTC+ETH	BTC	ETH	0xC8c7AF369A85e3F4f0245435fDd7b806b92cEfCb	δ	0x97796a6ee7b185C991C4247b2dba943653BEa5b6	2025-10-03	pools.html	2025-10-03	-0.88%	-159.82%	$545.18	$268.71	$276.47	$0.00	$0.00	$0.00
BTC+AVAX	pools	BTC+AVAX	BTC	AVAX	0xC8c7AF369A85e3F4f0245435fDd7b806b92cEfCb	δ	0xE93B9A5Fd164B892289fCDa6F2830b6f88B14dc6	2025-10-03	pools.html	2025-10-03	0.00%	0.00%	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00
BTC+USDC	pools	BTC+USDC	BTC	USDC	0xC8c7AF369A85e3F4f0245435fDd7b806b92cEfCb	δ	0xAc436d1Ba51c9cf206818b331c9dAA1ca368Ab66	2025-10-03	pools.html	2025-10-03	0.00%	0.00%	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00
BTC+UNDEAD	pools	BTC+UNDEAD	BTC	UNDEAD	0xC8c7AF369A85e3F4f0245435fDd7b806b92cEfCb	δ	0xD0037572b3906e79F2F87CF47F65DDeBdE46Cc33	2025-10-03	pools.html	2025-10-03	0.00%	0.00%	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00
ETH+UNDEAD	pools	ETH+UNDEAD	ETH	UNDEAD	0xC8c7AF369A85e3F4f0245435fDd7b806b92cEfCb	δ	0x28695b6193735f1dDa134864B653ff3a7466D107	2025-10-03	pools.html	2025-10-03	0.00%	0.00%	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00
AVAX+UNDEAD	pools	AVAX+UNDEAD	AVAX	UNDEAD	0xC8c7AF369A85e3F4f0245435fDd7b806b92cEfCb	δ	0x0BA882a9E2695fCcAD7F52803CB6AE685a71AE44	2025-10-03	pools.html	2025-10-03	0.00%	0.00%	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00
UNDEAD+USDC	pools	UNDEAD+USDC	UNDEAD	USDC	0xC8c7AF369A85e3F4f0245435fDd7b806b92cEfCb	δ	0xd4201758449aa32240Cfc9343b5D942B9E61B524	2025-10-03	pools.html	2025-10-03	0.00%	0.00%	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00
