name	dapp	blockchain	pool	p1	p2	staker	hash	checksum	alias	reinvest	addy	pool hash	activated	href	incept	ROI	APR	TVL	BTC $	ETH $	AVAX $	HBAR $	USDC $	UNDEAD $
BTC+ETH	pools	Avalanche	BTC+ETH	BTC	ETH	0xF8eFB9Fe5786644Ee126bb841Ef434a86F368810	0.0.9425766	yxsod	ω	100%	0x97796a6ee7b185C991C4247b2dba943653BEa5b6	0	2025-07-31	pools.html	2025-07-31	11.72%	29.11%	$451.99	$108.16	$343.83	$0.00	$0.00	$0.00	$0.00
BTC+AVAX	pools	Avalanche	BTC+AVAX	BTC	AVAX	0xF8eFB9Fe5786644Ee126bb841Ef434a86F368810	0.0.9425766	yxsod	ω	100%	0xE93B9A5Fd164B892289fCDa6F2830b6f88B14dc6	0	2025-07-31	pools.html	2025-07-31	5.41%	13.44%	$500.24	$105.17	$0.00	$395.08	$0.00	$0.00	$0.00
BTC+USDC	pools	Avalanche	BTC+USDC	BTC	USDC	0xF8eFB9Fe5786644Ee126bb841Ef434a86F368810	0.0.9425766	yxsod	ω	100%	0xAc436d1Ba51c9cf206818b331c9dAA1ca368Ab66	0	2025-07-31	pools.html	2025-07-31	-21.68%	-53.82%	$319.06	$248.36	$0.00	$0.00	$0.00	$70.70	$0.00
BTC+UNDEAD	pools	Avalanche	BTC+UNDEAD	BTC	UNDEAD	0xF8eFB9Fe5786644Ee126bb841Ef434a86F368810	0.0.9425766	yxsod	ω	100%	0xD0037572b3906e79F2F87CF47F65DDeBdE46Cc33	0	2025-07-31	pools.html	2025-07-31	0.01%	0.03%	$60.12	$0.00	$0.00	$0.00	$0.00	$0.00	$60.12
ETH+UNDEAD	pools	Avalanche	ETH+UNDEAD	ETH	UNDEAD	0xF8eFB9Fe5786644Ee126bb841Ef434a86F368810	0.0.9425766	yxsod	ω	100%	0x28695b6193735f1dDa134864B653ff3a7466D107	0	2025-07-31	pools.html	2025-07-31	-0.22%	-0.54%	$37.32	$0.00	$0.00	$0.00	$0.00	$0.00	$37.32
AVAX+UNDEAD	pools	Avalanche	AVAX+UNDEAD	AVAX	UNDEAD	0xF8eFB9Fe5786644Ee126bb841Ef434a86F368810	0.0.9425766	yxsod	ω	100%	0x0BA882a9E2695fCcAD7F52803CB6AE685a71AE44	0	2025-07-31	pools.html	2025-07-31	-13.99%	-34.73%	$35.87	$0.00	$0.00	$0.00	$0.00	$0.00	$35.87
UNDEAD+USDC	pools	Avalanche	UNDEAD+USDC	UNDEAD	USDC	0xF8eFB9Fe5786644Ee126bb841Ef434a86F368810	0.0.9425766	yxsod	ω	100%	0xd4201758449aa32240Cfc9343b5D942B9E61B524	0	2025-07-31	pools.html	2025-07-31	-34.78%	-86.36%	$237.98	$0.00	$0.00	$0.00	$0.00	$0.00	$237.98
BTC+HBAR	pools	Hedera	BTC+HBAR	BTC	HBAR	0xF8eFB9Fe5786644Ee126bb841Ef434a86F368810	0.0.9425766	yxsod	ω	100%	0x44b90502401d39859F2539dE423340Ba66c8B14B	0.0.9952359	2025-12-07	pools.html	2025-12-07	0.00%	0.00%	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00
HBAR+USDC	pools	Hedera	HBAR+USDC	HBAR	USDC	0xF8eFB9Fe5786644Ee126bb841Ef434a86F368810	0.0.9425766	yxsod	ω	100%	0x44b90502401d39859F2539dE423340Ba66c8B14B	0.0.9952359	2025-10-30	pools.html	2025-10-30	-40.20%	-156.10%	$42.88	$0.00	$0.00	$0.00	$42.88	$0.00	$0.00
