name	dapp	pool	p1	p2	staker	alias	addy	activated	href	incept	ROI	APR	TVL	BTC $	ETH $	AVAX $	USDC $	UNDEAD $
BTC+ETH	pools	BTC+ETH	BTC	ETH	0xBB30A69e789ec896d7e1CF2Ff1255dc49D033280	γ	0x97796a6ee7b185C991C4247b2dba943653BEa5b6	2025-06-17	pools.html	2025-07-30	25.75%	74.60%	$37,115.21	$17,364.51	$19,740.95	$9.76	$0.00	$0.00
BTC+AVAX	pools	BTC+AVAX	BTC	AVAX	0xBB30A69e789ec896d7e1CF2Ff1255dc49D033280	γ	0xE93B9A5Fd164B892289fCDa6F2830b6f88B14dc6	2025-08-20	pools.html	2025-07-30	3.32%	19.55%	$22,562.12	$15,213.91	$0.00	$7,348.21	$0.00	$0.00
BTC+USDC	pools	BTC+USDC	BTC	USDC	0xBB30A69e789ec896d7e1CF2Ff1255dc49D033280	γ	0xAc436d1Ba51c9cf206818b331c9dAA1ca368Ab66	2025-08-06	pools.html	2025-07-30	-7.45%	-35.79%	$18,582.97	$12,504.58	$0.00	$7.69	$6,070.70	$0.00
BTC+UNDEAD	pools	BTC+UNDEAD	BTC	UNDEAD	0xBB30A69e789ec896d7e1CF2Ff1255dc49D033280	γ	0xD0037572b3906e79F2F87CF47F65DDeBdE46Cc33	2025-08-06	pools.html	2025-07-17	21.93%	105.32%	$4,804.89	$2,038.98	$0.04	$8.59	$0.00	$2,757.29
ETH+UNDEAD	pools	ETH+UNDEAD	ETH	UNDEAD	0xBB30A69e789ec896d7e1CF2Ff1255dc49D033280	γ	0x28695b6193735f1dDa134864B653ff3a7466D107	2025-08-06	pools.html	2025-07-12	18.31%	87.95%	$10,469.27	$0.00	$7,142.62	$9.94	$0.00	$3,316.70
AVAX+UNDEAD	pools	AVAX+UNDEAD	AVAX	UNDEAD	0xBB30A69e789ec896d7e1CF2Ff1255dc49D033280	γ	0x0BA882a9E2695fCcAD7F52803CB6AE685a71AE44	2025-07-17	pools.html	2025-07-07	18.68%	71.01%	$8,295.64	$0.00	$0.15	$4,306.41	$0.00	$3,989.08
UNDEAD+USDC	pools	UNDEAD+USDC	UNDEAD	USDC	0xBB30A69e789ec896d7e1CF2Ff1255dc49D033280	γ	0xd4201758449aa32240Cfc9343b5D942B9E61B524	2025-07-12	pools.html	2025-07-12	-19.73%	-71.29%	$6,502.68	$0.00	$71.64	$9.98	$2,135.01	$4,286.04
