name	dapp	blockchain	pool	p1	p2	staker	hash	checksum	alias	reinvest	addy	pool hash	activated	href	incept	ROI	APR	TVL	BTC $	ETH $	AVAX $	HBAR $	USDC $	UNDEAD $
BTC+ETH	pools	Avalanche	BTC+ETH	BTC	ETH	0x5F8b00A18111BAcceD63065cdce2b8DbA073B074	0.0.6557548	uydvw	τ	0%	0x97796a6ee7b185C991C4247b2dba943653BEa5b6	0	2025-08-31	pools.html	2025-08-31	-29.97%	-99.44%	$827.00	$0.00	$0.00	$0.00	$0.00	$0.00	$827.00
BTC+AVAX	pools	Avalanche	BTC+AVAX	BTC	AVAX	0x5F8b00A18111BAcceD63065cdce2b8DbA073B074	0.0.6557548	uydvw	τ	0%	0xE93B9A5Fd164B892289fCDa6F2830b6f88B14dc6	0	2025-08-31	pools.html	2025-08-31	-49.82%	-165.32%	$172.02	$0.00	$0.00	$0.00	$0.00	$0.00	$172.02
BTC+USDC	pools	Avalanche	BTC+USDC	BTC	USDC	0x5F8b00A18111BAcceD63065cdce2b8DbA073B074	0.0.6557548	uydvw	τ	0%	0xAc436d1Ba51c9cf206818b331c9dAA1ca368Ab66	0	2025-08-31	pools.html	2025-08-31	0.00%	0.00%	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00
BTC+UNDEAD	pools	Avalanche	BTC+UNDEAD	BTC	UNDEAD	0x5F8b00A18111BAcceD63065cdce2b8DbA073B074	0.0.6557548	uydvw	τ	0%	0xD0037572b3906e79F2F87CF47F65DDeBdE46Cc33	0	2025-08-31	pools.html	2025-08-31	-41.94%	-139.17%	$196.16	$0.00	$0.00	$0.00	$0.00	$0.00	$196.16
ETH+UNDEAD	pools	Avalanche	ETH+UNDEAD	ETH	UNDEAD	0x5F8b00A18111BAcceD63065cdce2b8DbA073B074	0.0.6557548	uydvw	τ	0%	0x28695b6193735f1dDa134864B653ff3a7466D107	0	2025-08-31	pools.html	2025-08-31	-41.94%	-139.17%	$196.16	$0.00	$0.00	$0.00	$0.00	$0.00	$196.16
AVAX+UNDEAD	pools	Avalanche	AVAX+UNDEAD	AVAX	UNDEAD	0x5F8b00A18111BAcceD63065cdce2b8DbA073B074	0.0.6557548	uydvw	τ	0%	0x0BA882a9E2695fCcAD7F52803CB6AE685a71AE44	0	2025-08-31	pools.html	2025-08-31	-41.94%	-139.17%	$196.16	$0.00	$0.00	$0.00	$0.00	$0.00	$196.16
UNDEAD+USDC	pools	Avalanche	UNDEAD+USDC	UNDEAD	USDC	0x5F8b00A18111BAcceD63065cdce2b8DbA073B074	0.0.6557548	uydvw	τ	0%	0xd4201758449aa32240Cfc9343b5D942B9E61B524	0	2025-08-31	pools.html	2025-08-31	-41.94%	-139.17%	$196.16	$0.00	$0.00	$0.00	$0.00	$0.00	$196.16
BTC+HBAR	pools	Hedera	BTC+HBAR	BTC	HBAR	0x5F8b00A18111BAcceD63065cdce2b8DbA073B074	0.0.6557548	uydvw	τ	0%	0x44b90502401d39859F2539dE423340Ba66c8B14B	0.0.9952359	2025-12-07	pools.html	2025-12-07	25.45%	773.97%	$43.00	$0.00	$0.00	$0.00	$0.00	$0.00	$43.00
HBAR+USDC	pools	Hedera	HBAR+USDC	HBAR	USDC	0x5F8b00A18111BAcceD63065cdce2b8DbA073B074	0.0.6557548	uydvw	τ	0%	0x44b90502401d39859F2539dE423340Ba66c8B14B	0.0.9952359	2025-10-30	pools.html	2025-10-30	0.00%	0.00%	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00	$0.00
