BTC+DOGE	0x07d393BD8b53DFb467F10756a03eD710eA4C82a1	inv	pool limit:	1,000,000	2024-11-29	pivot
						
date	staker	UNDEAD	AMP	total	total %	re-ratio
2024-11-22	0xf372A0795a23E2f22695efec8353E70D7f2C9e57	300000	300,000	600000	100.00%	100.00%
						
						
						
						
						
						
						
	total:	300000	300,000.00	600000	100.00%	100.00%
