Treasury	0xAc436d1Ba51c9cf206818b331c9dAA1ca368Ab66	inv	pool limit:	1,000,000	2024-11-29	non-pivot
						
date	staker	UNDEAD	AMP	total	total %	re-ratio
2024-11-04	0xf372A0795a23E2f22695efec8353E70D7f2C9e57	50,000	50,000	100,000	80.62%	80.62%
2024-11-10	0xf372A0795a23E2f22695efec8353E70D7f2C9e57	12,019	12,019	24,038	19.38%	19.38%
						
						
						
						
						
						
	total:	62,019	62,019	124,038	100.00%	100.00%
