BTC+ETH	0x323f7D245830Ae6230BEfAF6F6313F3395774765	inv	pool limit:	1,000,000	2024-11-29	pivot
						
date	staker	UNDEAD	AMP	total	total %	re-ratio
2024-11-10	0xf372A0795a23E2f22695efec8353E70D7f2C9e57	204326	204,326	408652	37.72%	37.72%
2024-11-29	0xf372A0795a23E2f22695efec8353E70D7f2C9e57	337,413	337,413	674826	62.28%	62.28%
						
						
						
						
						
						
	total:	541739	541,739.00	1083478	100.00%	100.00%
