opened	open	close	tx_id	updated	from	from_blockchain	amount1	virtual	quote1	val1	gain_10_percent	to	to_blockchain	net	ersatz	quote2	val2
2026-02-20	1	0	virtual swap	2026-03-23	iUSD	Cardano	0	2243.9133	$1.00	$2243.78	2468.3047	ADA	Cardano	9000	0	$0.2493	$2243.78
2026-02-20	2	0	https://cexplorer.io/tx/192848b8a999804371af5886e9f27c2635161e7d85b09b9d86791ab74f6f2fbf	n/a	ADA	Cardano	9000	0	$0.2871	$2583.90	9900	iUSD	Cardano	2388.35	0	$1.00	$2388.35
