date	blockchain	HBAR	HBAR quote	HBAR $	HBAR %	factor γHBAR	γHBAR	UNDEAD	UNDEAD quote	UNDEAD $	UNDEAD %	factor γUNDEAD	γUNDEAD	total	γADJ	subtotal	distributions	distributions_total	total	Total without trades	diff
2026-02-27	Hedera	10000	$0.1004	$1,004.00	50.77%	0.00507684	50.77	497500	$0.001957	$973.61	49.23%	0.00010	49.23	100.00	31923.70	$1,977.61	$0.00	$0.00	$1,977.61	$1,977.61	$0.00
